[2025-05-19 00:42:13] User: a | Event: Event | Description: TokenService
[2025-05-19 00:42:14] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:03:10] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:03:10] User: a | Event: Event | Description: TokenService
[2025-05-19 01:03:10] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:04:52] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:04:52] User: a | Event: Event | Description: TokenService
[2025-05-19 01:04:52] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:07:12] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:07:12] User: a | Event: Event | Description: TokenService
[2025-05-19 01:07:12] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:09:15] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:09:16] User: a | Event: Event | Description: TokenService
[2025-05-19 01:09:16] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:44:01] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:44:01] User: a | Event: Event | Description: TokenService
[2025-05-19 01:44:01] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:48:18] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:48:19] User: a | Event: Event | Description: TokenService
[2025-05-19 01:48:19] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:50:48] User: a | Event: Event | Description: SIGNUP_FAILED - USER_EXIST
[2025-05-19 01:50:48] User: a | Event: Event | Description: SIGNUP_FAILED
[2025-05-19 01:50:52] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:50:52] User: a | Event: Event | Description: TokenService
[2025-05-19 01:50:52] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 01:53:16] User: a | Event: Event | Description: SIGNUP_FAILED - USER_EXIST
[2025-05-19 01:53:16] User: a | Event: Event | Description: SIGNUP_FAILED
[2025-05-19 01:53:19] User: a | Event: Event | Description: LOGIN
[2025-05-19 01:53:19] User: a | Event: Event | Description: TokenService
[2025-05-19 01:53:19] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 02:08:17] User: a | Event: Event | Description: LOGIN
[2025-05-19 02:08:17] User: a | Event: Event | Description: TokenService
[2025-05-19 02:08:17] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 16:06:19] User: a | Event: Event | Description: LOGIN
[2025-05-19 16:06:19] User: a | Event: Event | Description: TokenService
[2025-05-19 16:06:19] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 16:16:49] User: a | Event: Event | Description: LOGIN
[2025-05-19 16:16:50] User: a | Event: Event | Description: TokenService
[2025-05-19 16:16:50] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 16:22:39] User: a | Event: Event | Description: SIGNUP_FAILED - USER_EXIST
[2025-05-19 16:22:39] User: a | Event: Event | Description: SIGNUP_FAILED
[2025-05-19 16:24:09] User: a | Event: Event | Description: LOGIN
[2025-05-19 16:24:09] User: a | Event: Event | Description: TokenService
[2025-05-19 16:24:09] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 16:28:40] User: a | Event: Event | Description: LOGIN
[2025-05-19 16:28:40] User: a | Event: Event | Description: TokenService
[2025-05-19 16:28:40] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 16:30:16] User: a | Event: Event | Description: LOGIN
[2025-05-19 16:30:16] User: a | Event: Event | Description: TokenService
[2025-05-19 16:30:16] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 16:34:34] User: a | Event: Event | Description: LOGIN
[2025-05-19 16:34:34] User: a | Event: Event | Description: TokenService
[2025-05-19 16:34:34] User: a | Event: Event | Description: LOGIN_SUCCESS
[2025-05-19 16:42:51] User: a | Event: Event | Description: SIGNUP_FAILED - USER_EXIST
[2025-05-19 16:42:51] User: a | Event: Event | Description: SIGNUP_FAILED
[2025-05-19 16:43:03] User: a | Event: Event | Description: LOGIN
[2025-05-19 16:43:03] User: a | Event: Event | Description: TokenService
[2025-05-19 16:43:03] User: a | Event: Event | Description: LOGIN_SUCCESS
